,hash,date,pcr_test_positive,pcr_test_negative,positiveIncrease,negativeIncrease,pending,hospitalizedCurrently,hospitalizedIncrease,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,totalTestResults,totalTestResultsIncrease,death,deathIncrease
0,a80d0063822e251249fd9a44730c49cb23defd83,20210307,28756489.0,74582825.0,41835,131835,11808.0,40199.0,726,776361.0,8134.0,45475.0,2802.0,4281.0,363825123,1170059,515151.0,842
1,dae5e558c24adb86686bbd58c08cce5f610b8bb0,20210306,28714654.0,74450990.0,60015,143835,11783.0,41401.0,503,775635.0,8409.0,45453.0,2811.0,4280.0,362655064,1430992,514309.0,1680
2,724844c01659d0103801c57c0f72bf8cc8ab025c,20210305,28654639.0,74307155.0,68787,271917,12213.0,42541.0,2781,775132.0,8634.0,45373.0,2889.0,4275.0,361224072,1744417,512629.0,2221
3,5c549ad30f9abf48dc5de36d20fa707014be1ff3,20210304,28585852.0,74035238.0,65487,177957,12405.0,44172.0,1530,772351.0,8970.0,45293.0,2973.0,4267.0,359479655,1590984,510408.0,1743
4,fef6c425d2b773a9221fe353f13852f3e4a4bfb0,20210303,28520365.0,73857281.0,66836,267001,11778.0,45462.0,2172,770821.0,9359.0,45214.0,3094.0,4260.0,357888671,1406795,508665.0,2449
5,f90cfd6129805f923153eb8da22a86b75eedf8fd,20210302,28453529.0,73590280.0,54248,255779,11196.0,46388.0,1871,768649.0,9465.0,45084.0,3169.0,4257.0,356481876,1343519,506216.0,1728
6,fe110199c554cbfbc73cba70a79f621483b58633,20210301,28399281.0,73334501.0,48092,118077,11748.0,46738.0,1024,766778.0,9595.0,44956.0,3171.0,4252.0,355138357,1154440,504488.0,1241
7,e6707b320942dd3747d8bf8f6d9eb3df51d3eb9b,20210228,28351189.0,73216424.0,54349,203599,11708.0,47352.0,879,765754.0,9802.0,44907.0,3245.0,4252.0,353983917,1408422,503247.0,1051
8,d147391f796f2e12e030e88d732e1fcc3332ba0f,20210227,28296840.0,73012825.0,71245,205090,11731.0,48871.0,1428,764875.0,10114.0,44875.0,3335.0,4252.0,352575495,1655179,502196.0,1847
9,a8e3b540b405af9291478478833507c9150982c9,20210226,28225595.0,72807735.0,74857,276829,11945.0,51112.0,1868,763447.0,10466.0,44791.0,3466.0,4247.0,350920316,1803309,500349.0,2141
10,96567c9224d9e2421005b20d7661d5f698e84ee2,20210225,28150738.0,72530906.0,75565,272209,11813.0,52669.0,2047,761579.0,10846.0,44636.0,3567.0,4240.0,349117007,1826144,498208.0,3138
11,cb5e30469bb5fa9c8cc57419f854444b7085752d,20210224,28075173.0,72258697.0,73258,245318,12548.0,54118.0,2172,759532.0,11026.0,44534.0,3685.0,4227.0,347290863,1450666,495070.0,2447
12,b160cc76a55eb46ad84fee0ed21f3f11ff575c07,20210223,28001915.0,72013379.0,69105,225267,11200.0,55058.0,2164,757360.0,11272.0,44420.0,3755.0,4214.0,345840197,1193835,492623.0,2241
13,953907208abbebaa0ed863696371a8aaee01875b,20210222,27932810.0,71788112.0,52530,123611,9499.0,55403.0,1305,755196.0,11536.0,44266.0,3804.0,4200.0,344646362,1201247,490382.0,1235
14,9ef669705290054fca87e09e2400ccfca723e1dd,20210221,27880280.0,71664501.0,58702,156778,9442.0,56159.0,997,753891.0,11862.0,44216.0,3915.0,4197.0,343445115,1232995,489147.0,1287
15,1c88106df899e0794d806f9a076c32871a56b409,20210220,27821578.0,71507723.0,72354,141790,9408.0,58222.0,1732,752894.0,12120.0,44166.0,3932.0,4197.0,342212120,1290481,487860.0,2160
16,133fb9fd79fdb907e5b91163c12dcb94ebcfc8a7,20210219,27749224.0,71365933.0,74676,224755,8711.0,59882.0,2674,751162.0,12491.0,44085.0,4118.0,4187.0,340921639,1878033,485700.0,2477
17,fce5878af42d4b34c917ce33fba9cfebd0bed50c,20210218,27674548.0,71141178.0,66824,218491,8679.0,62224.0,2497,748488.0,13036.0,43964.0,4180.0,4178.0,339043606,1345849,483223.0,2616
18,ae44ef14d0a2bbb22891fe7a4727376ae8a4eefe,20210217,27607724.0,70922687.0,66839,233666,8548.0,63329.0,2857,745991.0,13094.0,43823.0,4271.0,4154.0,337697757,1298421,480607.0,2348
19,e17f7931c95de689a278bb61419d0c7a5cae9c0f,20210216,27540885.0,70689021.0,56312,101102,11547.0,64457.0,2094,743134.0,13607.0,43673.0,4415.0,4149.0,336399336,1053698,478259.0,1353
20,f0b6e80a16ee4be858b4600426c87f62a7e948db,20210215,27484573.0,70587919.0,55077,143388,11494.0,65379.0,1130,741040.0,13790.0,43553.0,4468.0,4143.0,335345638,1123560,476906.0,1078
21,f51d712bfff4e331afc8dd2113672e407a3d99bf,20210214,27429496.0,70444531.0,72164,171877,11515.0,66947.0,1236,739910.0,14038.0,43516.0,4542.0,4141.0,334222078,1439631,475828.0,1366
22,32fd3d66a3799801735c646c36783d327122f61a,20210213,27357332.0,70272654.0,90642,234293,11529.0,69207.0,1805,738674.0,14387.0,43463.0,4648.0,4140.0,332782447,1757608,474462.0,3467
23,997a98bc6c2c22cbcae1bfa325eeac7b09349df7,20210212,27266690.0,70038361.0,101030,255983,9434.0,71471.0,2347,736869.0,14766.0,43389.0,4849.0,4126.0,331024839,1812454,470995.0,5427
24,68c04ffef08f6cc8caf4bfea5b950e2288f738bd,20210211,27165660.0,69782378.0,102417,260124,11981.0,74208.0,2460,734522.0,15181.0,43291.0,4970.0,4113.0,329212385,1855929,465568.0,3873
25,a5e18e2c47c764313e7accec45a3af3ea1f746c0,20210210,27063243.0,69522254.0,95194,155861,12079.0,76979.0,3226,732062.0,15788.0,43184.0,5121.0,4106.0,327356456,1382709,461695.0,3445
26,d6ab30f5a318ca939a2fdf9393fc0f335bfc1fc8,20210209,26968049.0,69366393.0,92986,337168,10516.0,79179.0,3144,728836.0,16129.0,43000.0,5216.0,4092.0,325973747,1488481,458250.0,2795
27,ddfbccf1e6b54cf690c54a52233ff34afc750ee2,20210208,26875063.0,69029225.0,77737,142156,12114.0,80055.0,1638,725692.0,16174.0,42833.0,5260.0,4080.0,324485266,1400009,455455.0,1309
28,a2747a21d0be7bc1325eb930f49c12bd9d063f0b,20210207,26797326.0,68887069.0,95994,208303,12061.0,81439.0,1543,724054.0,16616.0,42779.0,5342.0,4079.0,323085257,1498808,454146.0,1475
29,f6fc0e18265107559ccba343740f3ef06d828737,20210206,26701332.0,68678766.0,114557,282477,12070.0,84233.0,2443,722511.0,17093.0,42730.0,5475.0,4078.0,321586449,1888854,452671.0,2994
30,e32393a09912d605685ff512547116d62a867235,20210205,26586775.0,68396289.0,131146,270754,11546.0,86373.0,2940,720068.0,17284.0,42626.0,5596.0,4060.0,319697595,1868496,449677.0,3543
31,5618b9bae5c5ac569889ac886ee0655b94908618,20210204,26455629.0,68125535.0,123907,217496,11914.0,88668.0,3402,717128.0,17918.0,42472.0,5732.0,4059.0,317829099,1663995,446134.0,5212
32,d1fb1ca4d5de63f3698cdacf1fc9bb7a3f9e2f65,20210203,26331722.0,67908039.0,116960,224499,12077.0,91440.0,3975,713726.0,18147.0,42323.0,5920.0,4044.0,316165104,1384881,440922.0,3685
33,4a7ce3300dcac3facf61fc45c90dbccd0b062ed0,20210202,26214762.0,67683540.0,117616,167082,10590.0,92880.0,3285,709751.0,18388.0,42148.0,6047.0,4035.0,314780223,1385595,437237.0,3486
34,1a664c2c2bd6239c309e1bf86249356944a10f45,20210201,26097146.0,67516458.0,120200,344975,11957.0,93536.0,1766,706466.0,18572.0,41998.0,6086.0,4025.0,313394628,1507545,433751.0,1562
35,e4f76197700457237870b32c7da34314b97167f9,20210131,25976946.0,67171483.0,119367,224593,12007.0,95013.0,2171,704700.0,18968.0,41934.0,6291.0,4019.0,311887083,1725724,432189.0,2059
36,7d92d3a85772369d403427a69e613db17892c4e0,20210130,25857579.0,66946890.0,148824,232299,11986.0,97561.0,3147,702529.0,19130.0,41872.0,6329.0,4016.0,310161359,2139579,430130.0,2982
37,ab8a093eb80eaae01f1f86776a15028812b40e50,20210129,25708755.0,66714591.0,167111,284168,12400.0,101003.0,2835,699382.0,19609.0,41758.0,6483.0,4011.0,308021780,1955101,427148.0,3503
38,8692445009bb33dee1d85bc95e95bfb8758d9979,20210128,25541644.0,66430423.0,157306,269667,12095.0,104303.0,3500,696547.0,20113.0,41588.0,6642.0,4000.0,306066679,1936761,423645.0,4011
39,5f21e4490e738297c35e1a4a132c07f890e1dfc1,20210127,25384338.0,66160756.0,153985,244553,11972.0,107444.0,4134,693047.0,20497.0,41402.0,6806.0,3985.0,304129918,1626393,419634.0,4077
40,a62a2e827836c0c936484465ac931304c5334111,20210126,25230353.0,65916203.0,146448,377450,9879.0,108960.0,3705,688913.0,20573.0,41205.0,6832.0,3976.0,302503525,1733799,415557.0,3734
41,e0c576faf112999072321cd7dc6265864792ee4b,20210125,25083905.0,65538753.0,133454,217006,10963.0,109938.0,2515,685208.0,20875.0,41028.0,6857.0,3949.0,300769726,1630391,411823.0,1593
42,bf79335a1227f60427950055b55519be2388b3a1,20210124,24950451.0,65321747.0,144234,223447,10892.0,110628.0,1909,682693.0,21168.0,40931.0,6989.0,3943.0,299139335,1792892,410230.0,1944
43,47dfa961be79d64fc93c624aa8c30a8878559c1b,20210123,24806217.0,65098300.0,177118,274547,10864.0,113609.0,6652,680784.0,21657.0,40853.0,7110.0,3941.0,297346443,1990072,408286.0,3591
44,06962832ce32532fd5ccd76cf9eba51fd11b14bd,20210122,24629099.0,64823753.0,190915,284392,11247.0,116264.0,4325,674132.0,22008.0,40687.0,7236.0,3919.0,295356371,2022028,404695.0,3980
45,21696545a9eca409a45f2f497e0fa38ebd1a25eb,20210121,24438184.0,64539361.0,186275,267695,10907.0,119949.0,4053,669807.0,22309.0,40481.0,7370.0,3910.0,293334343,1933682,400715.0,3878
46,819039596a7dcf8d78153d40208f57851b7db32e,20210120,24251909.0,64271666.0,189203,342450,10529.0,122754.0,5105,665754.0,22834.0,40340.0,7564.0,3897.0,291400661,1851350,396837.0,4409
47,11b510b66d6edce36bf0aed51c3e8296ce47c277,20210119,24062706.0,63929216.0,146626,329847,11503.0,123910.0,3206,660649.0,23054.0,40103.0,7688.0,3883.0,289549311,1596863,392428.0,2141
48,d9e4af585fc4167d1e9628e25d97a7c6e4a40e99,20210118,23916080.0,63599369.0,150792,192825,11477.0,123848.0,2839,657443.0,23226.0,39973.0,7772.0,3865.0,287952448,1771268,390287.0,1395
49,1aef54cdc324f99322ee4f9bc4a5fdee7543bdc8,20210117,23765288.0,63406544.0,187218,277842,11404.0,124387.0,2167,654604.0,23432.0,39864.0,7797.0,3860.0,286181180,1916756,388892.0,2053
50,8bd15f2d04c47a37855909d9cbddfe1268db349f,20210116,23578070.0,63128702.0,218085,226342,11334.0,126139.0,4039,652437.0,23524.0,39797.0,7755.0,3858.0,284264424,2116224,386839.0,3709
51,aebb983bfe704ed005f908899e42a3df7051bd76,20210115,23359985.0,62902360.0,246454,410997,11948.0,127235.0,4000,648398.0,23593.0,39626.0,7772.0,3845.0,282148200,2309884,383130.0,3679
52,2750d68904863f78abbb73c734ac405cfceecf81,20210114,23113531.0,62491363.0,225616,305894,12138.0,128947.0,3792,644398.0,23891.0,39418.0,7878.0,3829.0,279838316,2048899,379451.0,3915
53,6c0eec149b4b4748b89cd27ff01076f0e2119710,20210113,22887915.0,62185469.0,224491,237885,10942.0,130391.0,5312,640606.0,23857.0,39248.0,7902.0,3811.0,277789417,1827396,375536.0,4087
54,bf3972ee2333e0ff7bcf5a540e6b1a0d1e441b24,20210112,22663424.0,61947584.0,218020,443993,9181.0,131326.0,4657,635294.0,23881.0,39049.0,7879.0,3796.0,275962021,1944234,371449.0,4064
55,22c31c3ff9a1bd641b214b6d5205f3511257e78b,20210111,22445404.0,61503591.0,195255,210610,11039.0,129793.0,3045,630637.0,23501.0,38823.0,7786.0,3773.0,274017787,1695767,367385.0,1733
56,7cccf18801ff31632d640e53a26af5f7e254c2d2,20210110,22250149.0,61292981.0,228732,270382,10957.0,129223.0,2413,627592.0,23640.0,38706.0,7878.0,3771.0,272322020,2051661,365652.0,2068
57,49df0480c84e8cf8031e9daf58f6228759e6985f,20210109,22021417.0,61022599.0,269368,290183,10850.0,130781.0,6683,625179.0,23718.0,38607.0,7791.0,3767.0,270270359,2137700,363584.0,3537
58,627026ea4e8920a0200db4738f162eb161b8b6d1,20210108,21752049.0,60732416.0,295121,320284,11633.0,131921.0,4705,618496.0,23912.0,38432.0,7908.0,3756.0,268132659,2146223,360047.0,3780
59,91f84c1dd65e0cb375e7bd4560805e810a071942,20210107,21456928.0,60412132.0,272043,246578,11612.0,132370.0,5312,613791.0,23821.0,38236.0,7900.0,3748.0,265986436,1928262,356267.0,4079
60,2d62aa82b972b446848804e4ae2fa5ea5338d430,20210106,21184885.0,60165554.0,250184,263088,10062.0,132474.0,6607,608479.0,23708.0,38064.0,7946.0,3739.0,264058174,1650493,352188.0,3902
61,589a85913c25309b31dbd8635ff14059b3eb6473,20210105,20934701.0,59902466.0,219075,480256,8008.0,131195.0,4290,601872.0,23509.0,37841.0,7976.0,3718.0,262407681,1721007,348286.0,3484
62,35eeaeb8a3db8e46a289a54bc7b08e3c14fc90c7,20210104,20715626.0,59422210.0,179571,148614,9463.0,128210.0,3892,597582.0,23435.0,37586.0,7930.0,3692.0,260686674,1512611,344802.0,1547
63,a7e7dcfaf216b997aa301630cdb3ab1ad9b4382f,20210103,20536055.0,59273596.0,208457,215583,9407.0,125562.0,2226,593690.0,23243.0,37433.0,7939.0,3688.0,259174063,1444257,343255.0,1455
64,1cae9503112548803a332efdf3e3caaeee904141,20210102,20327598.0,59058013.0,280318,221792,9356.0,123614.0,3051,591464.0,23133.0,37309.0,7910.0,3684.0,257729806,1934350,341800.0,2406
65,9994a6eaa4e8fd91674c5ec8f74b237be23fd8ce,20210101,20047280.0,58836221.0,182906,192048,11506.0,125047.0,4550,588413.0,23255.0,37196.0,7990.0,3681.0,255795456,1545537,339394.0,2592
66,febd6590bd09d2e0ff39e0772a8953caa4106224,20201231,19864374.0,58644173.0,226246,262855,14931.0,125423.0,4348,583863.0,23097.0,37066.0,8004.0,3672.0,254249919,1797220,336802.0,3297
67,d55afa7354a34a5d7351cd334c201b1329c5d753,20201230,19638128.0,58381318.0,229496,215107,14200.0,125220.0,5514,579515.0,23069.0,36855.0,7930.0,3653.0,252452699,1583713,333505.0,3900
68,f2b3d4a165d2bce2705b98a772bb8a1aeaa6edf3,20201229,19408632.0,58166211.0,199679,201698,9939.0,124686.0,5261,574001.0,22838.0,36583.0,7885.0,3635.0,250868986,1343514,329605.0,3289
69,d081afdb641baa8c5081b052abaa2f981835b3cd,20201228,19208953.0,57964513.0,164127,309721,10365.0,121202.0,3723,568740.0,22579.0,36308.0,7948.0,3612.0,249525472,1332122,326316.0,1490
70,b3d199ee2f4ed59fa488cb97b2d300a6366a4b63,20201227,19044826.0,57654792.0,153540,204288,10280.0,118720.0,2302,565017.0,22447.0,36164.0,7878.0,3604.0,248193350,1395240,324826.0,1397
71,01109e24d18c9914d7209c6f42f6a6d3e793b019,20201226,18891286.0,57450504.0,190594,214555,10229.0,117344.0,2292,562715.0,22373.0,36038.0,7809.0,3593.0,246798110,1974298,323429.0,1426
72,0f051125d8d087b7d16ff389091232fd325c3d12,20201225,18700692.0,57235949.0,126796,170690,10214.0,118948.0,2047,560423.0,22418.0,35945.0,7831.0,3592.0,244823812,1568040,322003.0,1553
73,d0910e80c9a5375fafacdd471012847ce2f8724f,20201224,18573896.0,57065259.0,206684,322117,14410.0,120200.0,4289,558376.0,22623.0,35899.0,7792.0,3587.0,243255772,2031894,320450.0,2958
74,7d7be5c7af716807b2a5cf6af6340d77c50a2f57,20201223,18367212.0,56743142.0,224526,304962,13784.0,119463.0,4795,554087.0,22489.0,35695.0,7819.0,3579.0,241223878,1791481,317492.0,3393
75,5b6b41dfb20daa59ceb73823074eb15004c2663a,20201222,18142686.0,56438180.0,193008,268046,9934.0,117777.0,4567,549292.0,22213.0,35428.0,7830.0,3554.0,239432397,1770133,314099.0,3137
76,714f8224c880b41217c2de98ebcf093ace15be56,20201221,17949678.0,56170134.0,179406,439796,12425.0,115358.0,3111,544725.0,21884.0,35178.0,7783.0,3539.0,237662264,1974590,310962.0,1480
77,c49ecbab3e4aa3c20a7afcd99c35b561ac09a331,20201220,17770272.0,55730338.0,197494,249266,12410.0,113601.0,2382,541614.0,21763.0,35030.0,7695.0,3530.0,235687674,1821629,309482.0,1668
78,047a8b64ac5b7719d46e7d82abd5a2bcd5c0211d,20201219,17572778.0,55481072.0,204873,200763,12420.0,113914.0,3429,539232.0,21692.0,34949.0,7786.0,3529.0,233866045,1859539,307814.0,2708
79,14206a45d17c0ebf5b2db4f29235c8b255590857,20201218,17367905.0,55280309.0,241786,450795,13454.0,113955.0,5214,535803.0,21745.0,34716.0,7786.0,3519.0,232006506,2193466,305106.0,2866
80,9d1daf6b4945d33b62d036344825da32d1c8d4db,20201217,17126119.0,54829514.0,242970,246432,13003.0,114492.0,5167,530589.0,21912.0,34485.0,7848.0,3504.0,229813040,1912697,302240.0,3465
81,7fa8571f82eb8dbe23629a5c5624e26ea1bc2867,20201216,16883149.0,54583082.0,234288,303846,12843.0,113257.0,4776,525422.0,21943.0,34237.0,7782.0,3488.0,227900343,1839996,298775.0,3453
82,e0eaca65c5bb6e7a7e99cd9e2d97dc0a89251435,20201215,16648861.0,54279236.0,193218,316712,9693.0,112816.0,4430,520646.0,21897.0,33958.0,7702.0,3460.0,226060347,1833138,295322.0,2924
83,82b06d9c633de0ef58a3596bf3158c6ea2f8639c,20201214,16455643.0,53962524.0,193286,456078,11448.0,110573.0,3461,516216.0,21458.0,33693.0,7699.0,3442.0,224227209,2010951,292398.0,1357
84,322713c10f5e885956b0e9736fa792a55c546a72,20201213,16262357.0,53506446.0,187251,299810,11382.0,109298.0,2314,512755.0,21230.0,33494.0,7535.0,3432.0,222216258,1827310,291041.0,1501
85,70c91ccacfc569cdbd8582e832ec0f77a50d4371,20201212,16075106.0,53206636.0,226904,226203,11345.0,108461.0,3789,510441.0,21198.0,33419.0,7515.0,3430.0,220388948,1919896,289540.0,2497
86,b04ff95fcd06addaa0f6ddcba59a94825c5e9f1a,20201211,15848202.0,52980433.0,236933,350441,13421.0,108101.0,5411,506652.0,21012.0,33237.0,7488.0,3424.0,218469052,1969509,287043.0,2747
87,43e452017b944386938ec97556d206d033276015,20201210,15611269.0,52629992.0,220846,311589,12409.0,107300.0,4450,501241.0,21024.0,32919.0,7444.0,3394.0,216499543,1967578,284296.0,3132
88,dec935f236543cd31549e725e06a2794c7714de0,20201209,15390423.0,52318403.0,216728,378319,13186.0,106671.0,5300,496791.0,20903.0,32720.0,7621.0,3376.0,214531965,1832545,281164.0,3169
89,792db4a2a00edc8820bcc4a2d82e7ba0934873ca,20201208,15173695.0,51940084.0,217844,292335,9806.0,104637.0,4410,491491.0,20475.0,32406.0,7251.0,3359.0,212699420,1690914,277995.0,2680
90,617fc7a86268ddf44f56b7b720eebd29cc5ff759,20201207,14955851.0,51647749.0,181897,268980,13484.0,102122.0,3461,487081.0,20097.0,32120.0,7067.0,3328.0,211008506,1653269,275315.0,1291
91,da37620365a3ac7958b6815b8dd808b67dae63db,20201206,14773954.0,51378769.0,182580,299693,13592.0,101501.0,2311,483620.0,20145.0,31946.0,7095.0,3322.0,209355237,1675779,274024.0,1163
92,5f4f9c20e8953b757a5f6bc1258ca09f9e4048e3,20201205,14591374.0,51079076.0,219070,356781,13433.0,101192.0,3513,481309.0,19947.0,31831.0,7006.0,3321.0,207679458,2302086,272861.0,2486
93,bc712ea0a264d51e629a77c915a32360b57d9b06,20201204,14372304.0,50722295.0,230313,310521,12714.0,101309.0,4654,477796.0,19853.0,31608.0,7018.0,3305.0,205377372,1918739,270375.0,2563
94,afd4e62b8fc405c8ee387b5ac7c283332fbb3118,20201203,14141991.0,50411774.0,216271,306223,15106.0,100746.0,5369,473142.0,19714.0,31276.0,6875.0,3280.0,203458633,1904020,267812.0,2822
